assetidhub,servicing_transfer_duration,pre_fc_duration,fc_duration_state_avg,renovation_duration,reo_marketing_duration,dil_duration,reconciled_rehab_cost,total_property_tax,total_insurance,total_hoa,total_utility,broker_fees,am_liq_fees,trashout_cost,fc_expenses,dil_fees,acq_costs,servicing_fc,servicing_liq_fee,expected_gross_proceeds,purchase_price,bid_pct_upb,bid_pct_td,bid_pct_sellerasis,expected_exit_date,expected_net_proceeds,expected_pl,expected_moic,expected_irr,outcome_dil_asis,outcome_dil_arv,outcome_reo_arv,outcome_reo_asis,purchase_date,expected_pv
6269,1,2,12,4,4,3,200000,10616.66667,3033.333333,0,1440,57960," 10,868 ",,3500,5000,400,1844.5,," 724,500 ",273774.4,1.308079434,0.522395875,1.095097784,10/2027," 422,855.50 ",149081.054,1.23x,0.197536677,0,0.5,0.5,0,10/9/2025,303296.0244
6270,1,2,12,4,4,3,250000,18958.33333,5416.666667,0,1440,100120," 18,773 ",,3500,5000,400,1844.5,," 1,251,500 ",505322.5,0.755535761,0.409042218,0.722922092,10/2027," 834,001.75 ",328679.2075,1.30x,0.240243679,0,0.5,0.5,0,10/9/2025,605235.2596
6271,1,2,8,4,4,3,150000,4081,8066.666667,0,1600,53280," 9,990 ",,1300,3750,400,1439.5,," 666,000 ",340570.5,1.568366797,0.726988123,0.724618096,06/2027," 425,985.00 ",85414.495,1.28x,0.119061512,0,0.5,0.5,0,10/9/2025,323290.6006
6272,1,2,5,,4,3,,4068.75,1750,0,720,28120," 5,273 ",2640,1500,3750,400,998.5,," 351,500 ",227219.0,1.450278575,0.642356361,0.757396625,11/2026," 298,962.96 ",71743.97077,1.27x,0.237403029,0.5,0,0,0.5,10/9/2025,250215.8256
6273,1,2,5,,4,3,,3487.5,1500,0,720,24120," 4,523 ",2265,1500,3750,400,998.5,," 301,500 ",193926.9,1.853983743,0.792185397,0.79153823,11/2026," 255,391.50 ",61464.63361,1.30x,0.237367254,0.5,0,0,0.5,10/9/2025,213622.9504
6274,1,2,5,,4,3,,4068.75,1750,0,720,28120," 5,273 ",2640,1500,3750,400,998.5,," 351,500 ",227219.0,1.431831953,0.746654286,0.857430142,11/2026," 298,962.96 ",71743.97077,1.31x,0.237403029,0.5,0,0,0.5,10/9/2025,250215.8256
6275,1,2,5,,4,3,,4998.75,2150,0,720,34560," 6,480 ",3247.5,1500,3750,400,998.5,," 432,000 ",280826.2,1.354561608,0.437619316,0.72941876,11/2026," 369,121.04 ",88294.81901,1.31x,0.237443393,0.5,0,0,0.5,10/9/2025,309137.6916
6276,1,2,5,,4,3,,4068.75,1750,0,720,28120," 5,273 ",2640,1500,3750,400,998.5,," 351,500 ",227219.0,2.236433162,0.842206188,0.605917314,11/2026," 298,962.96 ",71743.9657,1.32x,0.237403017,0.5,0,0,0.5,10/9/2025,250215.8256
6277,1,2,5,,4,3,,7556.25,3250,0,720,52240," 9,795 ",4905,1500,3750,400,998.5,," 653,000 ",427991.2,2.020717105,0.792373532,0.951091639,11/2026," 561,722.96 ",133731.721,1.31x,0.237502736,0.5,0,0,0.5,10/9/2025,470892.8737
6278,1,2,5,,4,3,,4068.75,1750,0,720,28120," 5,273 ",2640,1500,3750,400,998.5,," 351,500 ",227219.0,1.909895978,0.80487123,1.009862167,11/2026," 298,962.96 ",71743.97077,1.27x,0.237403029,0.5,0,0,0.5,10/9/2025,250215.8256
6279,1,2,5,,4,3,,4359.375,1875,0,720,29478," 5,527 ",2827.5,1500,3750,400,1021.225,," 368,475 ",207857.9,1.694239928,0.89595,0.532969044,12/2026," 318,319.82 ",110461.8947,1.29x,0.363297623,0.5,0,0,0.5,10/9/2025,263372.8865
6280,1,2,6,,4,3,,7450,3500,0,880,30480," 5,715 ",2872.5,2500,3750,400,1043.5,," 381,000 ",267889.1,1.790146375,0.720998177,0.8929635,12/2026," 319,298.38 ",51409.325,1.28x,0.135061687,0.5,0,0,0.5,10/9/2025,263653.6856
6281,1,2,6,,4,3,,6953.333333,3266.666667,0,880,28440," 5,333 ",2677.5,2500,3750,400,1043.5,," 355,500 ",204188.0,1.812774977,0.900178095,0.996039027,12/2026," 297,351.50 ",93163.4995,1.34x,0.309900039,0.5,0,0,0.5,10/9/2025,245456.6103
6282,1,2,6,,4,3,,11522.66667,5413.333333,0,880,47160," 8,843 ",4440,2500,3750,400,1043.5,," 589,500 ",418289.2,1.523425762,0.840844167,1.145997781,12/2026," 498,730.25 ",80441.06,1.31x,0.136455256,0.5,0,0,0.5,10/9/2025,412426.9148
6283,1,2,6,,4,3,,2980,1400,0,880,12160," 2,280 ",1147.5,2500,3750,400,1043.5,," 152,000 ",89919.6,1.386823954,0.598867398,0.473261265,12/2026," 122,220.25 ",32300.60961,1.28x,0.237708908,0.5,0,0,0.5,10/9/2025,100248.9982
6284,1,2,6,,4,3,,4370.666667,2053.333333,0,880,17840," 3,345 ",1680,2500,3750,400,1043.5,," 223,000 ",135635.2,1.164265702,0.460588956,0.616523567,12/2026," 183,316.50 ",47681.31535,1.27x,0.237888068,0.5,0,0,0.5,10/9/2025,150905.617
6285,1,2,6,,4,3,,4072.666667,1913.333333,0,880,16640," 3,120 ",1567.5,2500,3750,400,1043.5,," 208,000 ",147222.5,1.980418431,0.825378806,0.657243321,07/2026," 170,414.63 ",23192.121,1.22x,0.163751453,0.5,0,0,0.5,10/9/2025,149107.7206
6286,1,2,6,,4,3,,3973.333333,1866.666667,0,880,16240," 3,045 ",1530,2500,3750,400,1043.5,," 203,000 ",144526.7,1.056404816,0.494324797,0.760666789,12/2026," 166,114.00 ",21587.31,1.30x,0.103625375,0.5,0,0,0.5,10/9/2025,136643.1487
6287,1,2,3,4,4,3,74000,711.875,4250,0,2000,46360," 8,693 ",,1025,3750,400,989.5,," 579,500 ",313780.6,1.4270504,0.533479446,0.784451424,01/2027," 431,818.00 ",118037.4302,1.25x,0.237027794,0,0.5,0.5,0,10/9/2025,351148.8388
6288,1,2,3,,4,3,,816.5625,4875,0,1000,36200," 6,788 ",3397.5,1025,3750,400,773.5,," 452,500 ",308185.9,1.699845521,0.731639415,0.772395746,09/2026," 389,391.50 ",81205.59748,1.29x,0.23558771,0.5,0,0,0.5,10/9/2025,334176.6823
6289,1,2,3,,4,3,,3640,2816.666667,0,880,15640," 2,933 ",1462.5,1025,3750,400,818.5,," 195,500 ",126089.6,1.453558225,0.627105828,0.681565359,09/2026," 160,424.42 ",34334.82526,1.24x,0.235021132,0.5,0,0,0.5,10/9/2025,137027.8983
6290,1,2,3,,4,3,,6825,5281.25,0,880,29360," 5,505 ",2745,1025,3750,400,818.5,," 367,000 ",224087.1,1.405834481,0.57342178,0.995942444,09/2026," 307,198.38 ",83111.325,1.28x,0.323959583,0.5,0,0,0.5,10/9/2025,263026.4621
6291,1,2,3,4,4,3,10000,4403,3407.083333,0,1760,18240," 3,420 ",,1025,3750,400,1034.5,," 228,000 ",129100.3,1.718643455,0.743502765,0.573778894,01/2027," 178,510.13 ",49409.87374,1.31x,0.237942094,0,0.5,0.5,0,10/9/2025,144852.2711
6292,1,2,3,,4,3,,3621.8,2802.583333,0,880,15182," 2,847 ",1455,1025,3750,400,814.225,," 189,775 ",98875.3,2.285936862,0.89595,0.823960418,09/2026," 158,244.24 ",59368.98948,1.25x,0.508783156,0.5,0,0,0.5,10/9/2025,135217.7416
6293,1,2,3,,4,3,,6370,4929.166667,0,880,27036," 5,069 ",2557.5,1025,3750,400,814.225,," 337,950 ",200559.7,1.638810981,0.89595,0.527788607,09/2026," 287,197.88 ",86638.20838,1.28x,0.376456195,0.5,0,0,0.5,10/9/2025,245935.3824
6294,1,2,3,,4,3,,4095,3168.75,0,880,17560," 3,293 ",1642.5,1025,3750,400,818.5,," 219,500 ",142341.8,1.648863606,0.648777581,0.508363553,09/2026," 180,948.38 ",38606.58024,1.24x,0.23506791,0.5,0,0,0.5,10/9/2025,154645.7264
6295,1,2,3,,4,3,,3621.8,2802.583333,0,880,15560," 2,918 ",1455,1025,3750,400,818.5,," 194,500 ",125411.3,1.636891986,0.758855859,0.78382051,09/2026," 159,567.96 ",34156.67677,1.28x,0.235018831,0.5,0,0,0.5,10/9/2025,136292.6279
6296,1,2,3,,4,3,,2544.75,1755,0,880,21800," 4,088 ",2047.5,1050,3750,400,773.5,," 272,500 ",201108.9,1.75582552,0.707196398,0.758901581,09/2026," 231,021.25 ",29912.331,1.28x,0.132223266,0.5,0,0,0.5,10/9/2025,197935.6398
6297,1,2,3,,4,3,,3016,2080,0,880,25840," 4,845 ",2422.5,1050,3750,400,773.5,," 323,000 ",239933.4,1.553063715,0.701914253,0.749791934,09/2026," 275,105.00 ",35171.581,1.19x,0.130820423,0.5,0,0,0.5,10/9/2025,235835.6027
6298,1,2,3,,4,3,,2120.625,1462.5,0,880,18052," 3,385 ",1702.5,1050,3750,400,762.475,," 225,650 ",159638.4,1.811051748,0.841514985,0.798591196,09/2026," 193,636.68 ",33998.30125,1.29x,0.188251275,0.5,0,0,0.5,10/9/2025,165859.2361
6299,1,2,3,,4,3,,1837.875,1267.5,2535,880,15760," 2,955 ",1477.5,1050,3750,400,773.5,," 197,000 ",143456.5,1.103696662,0.734698067,0.7356745,07/2026," 162,777.50 ",19320.9725,1.23x,0.14093346,0.5,0,0,0.5,10/9/2025,142543.6338
6300,1,2,3,,4,3,,3063.125,2112.5,0,880,26132," 4,900 ",2460,1050,3750,400,762.475,," 326,650 ",223830.2,1.452430589,0.798230056,0.699469466,09/2026," 283,184.93 ",59354.70209,1.26x,0.235783845,0.5,0,0,0.5,10/9/2025,242853.0038
6301,1,2,3,,4,3,,1790.75,1235,0,880,15320," 2,873 ",1440,1050,3750,400,773.5,," 191,500 ",124548.0,1.100198856,0.609275144,0.622740003,09/2026," 160,309.75 ",35761.7495,1.28x,0.250395399,0.5,0,0,0.5,10/9/2025,137142.9124
6302,1,2,3,,4,3,,1979.25,1365,0,880,16960," 3,180 ",1590,1050,3750,400,773.5,," 212,000 ",149504.2,1.34696432,0.680783319,0.74752095,09/2026," 178,209.50 ",28705.31,1.25x,0.16904723,0.5,0,0,0.5,10/9/2025,152532.0777
6303,1,2,3,,4,3,,5890.625,4062.5,0,880,50520," 9,473 ",4740,1050,3750,400,773.5,," 631,500 ",499103.9,1.395660377,0.516002609,0.932904449,04/2026," 544,415.25 ",45311.37,1.19x,0.137546366,0.5,0,0,0.5,10/9/2025,495697.6566
6304,1,2,3,,4,3,,2591.875,1787.5,0,880,22200," 4,163 ",2085,1050,3750,400,773.5,," 277,500 ",202206.0,2.129789014,0.784107486,0.740681172,09/2026," 235,385.25 ",33179.29,1.25x,0.145801836,0.5,0,0,0.5,10/9/2025,201687.4394
6305,1,2,3,,4,3,,1602.25,1105,0,880,13720," 2,573 ",1290,1050,3750,400,773.5,," 171,500 ",126550.9,1.130956212,0.419683067,0.744417332,09/2026," 142,853.75 ",16302.8035,1.21x,0.11304484,0.5,0,0,0.5,10/9/2025,122135.714
6306,1,2,3,,4,3,,2450.5,1690,0,880,21000," 3,938 ",1972.5,1050,3750,400,773.5,," 262,500 ",175465.7,1.690168464,0.621448168,0.701862939,09/2026," 222,293.25 ",46827.51514,1.25x,0.235413629,0.5,0,0,0.5,10/9/2025,190432.0406
6307,1,2,3,,4,3,,2356.25,1625,0,880,20200," 3,788 ",1897.5,1050,3750,400,773.5,," 252,500 ",189324.2,2.097767985,0.808562881,0.728169962,09/2026," 213,565.25 ",24241.06,1.25x,0.113749152,0.5,0,0,0.5,10/9/2025,182928.4414
6308,1,2,3,,4,3,,1413.75,975,0,880,12080," 2,265 ",1132.5,1050,3750,400,773.5,," 151,000 ",98218.2,1.351287062,0.539173347,0.530908927,09/2026," 124,954.00 ",26735.84853,1.25x,0.235177976,0.5,0,0,0.5,10/9/2025,106746.5487
6309,1,2,3,,4,3,,2120.625,1462.5,0,880,18160," 3,405 ",1702.5,1050,3750,400,773.5,," 227,000 ",166348.1,1.610153972,0.752901625,0.723566986,09/2026," 191,301.50 ",24953.45,1.25x,0.13269642,0.5,0,0,0.5,10/9/2025,163787.4765
6310,1,2,4,,4,3,,155.1666667,2333.333333,0,880,20456," 3,836 ",1927.5,1500,3750,400,917.725,," 255,700 ",167805.9,1.669045256,0.754666288,1.290814309,11/2026," 220,929.64 ",53123.7836,1.27x,0.237677389,0.5,0,0,0.5,10/9/2025,184867.924
6311,1,2,4.5,,4,2.5,,4385.5,2100,0,880," 24,388.00 "," 4,573 ",3080,2250,6250, 400 ,939.4,," 304,850 ",173290.12,1.311663587,0.629032184,0.737404766,1/31/2027,260512.8875,87222.7675,1.400789766,0.367752677,0.5,0,0,0.5,,173290.12
6312,1,2,4.5,,4,2.5,,4385.5,2100,0,880," 28,632.00 "," 5,369 ",3600,2250,6250, 400 ,939.4,," 357,900 ",258002.42,1.230730401,0.679717543,0.72676738,1/31/2027,307822.4354,49820.01542,1.161711302,0.146285719,0.5,0,0,0.5,,258002.42
6313,1,2,4.5,4,4,2.5,20000,5638.5,2700,0,1760," 41,756.00 "," 7,829 ",0,2250,6250, 400 ,1085.2,," 521,950 ",364072.36,2.063458577,0.88991724,0.720935366,4/30/2027,439299.9833,75227.62333,1.168399049,0.129075187,0,0.5,0.5,0,,364072.36
6314,1,2,4.5,4,4,2.5,135000,5638.5,2700,0,1760," 59,600.00 "," 11,175 ",0,2250,6250, 400 ,1085.2,," 745,000 ",402408.23,2.06238669,0.772367642,1.087589811,4/30/2027,537097.6542,134689.4242,1.220689972,0.198758,0,0.5,0.5,0,,402408.23
6315,1,2,6,,4,3,,5012,2400,0,880," 17,244.00 "," 3,233 ",2170,2250,6250, 400 ,1112.65,," 215,550 ",144189.87,0.825740861,0.423051923,0.57675948,3/31/2027,176871.9625,32682.0925,1.178719672,0.146095043,0.5,0,0,0.5,,144189.87
6316,1,2,6,,4,3,,5012,2400,0,880," 19,164.00 "," 3,593 ",2490,2250,6250, 400 ,1112.65,," 239,550 ",146004.85,1.576218992,0.897719732,0.561557115,3/31/2027,199431.05,53426.2,1.287046579,0.233344692,0.5,0,0,0.5,,146004.85
6317,1,2,6,4,4,3,100000,6265,3000,0,1760," 38,912.00 "," 7,296 ",0,2250,6250, 400 ,1307.05,," 486,400 ",256617.01,1.371216347,0.632618227,0.703060301,7/31/2027,329131.1917,72514.18167,1.175203349,0.139140505,0,0.5,0.5,0,,256617.01
6318,1,2,6,4,4,3,200000,6265,3000,0,1760," 43,468.00 "," 8,150 ",0,2250,6250, 400 ,1307.05,," 543,350 ",147319.92,0.395789179,0.232643781,0.4910664,7/31/2027,293649.325,146329.405,1.368568802,0.401594716,0,0.5,0.5,0,,147319.92
6319,1,2,6,4,4,3,80000,6265,3000,0,1760," 40,584.00 "," 7,610 ",0,2250,6250, 400 ,1307.05,," 507,300 ",280256.08,0.902973575,0.338525916,0.70239619,7/31/2027,363555.7833,83299.70333,1.196461427,0.147851497,0,0.5,0.5,0,,280256.08
6320,1,2,6,4,4,3,150000,6265,3000,0,1760," 65,040.00 "," 12,195 ",0,2250,6250, 400 ,1307.05,," 813,000 ",451727.71,1.343926976,0.54068033,0.74053723,7/31/2027,572229.1792,120501.4692,1.174009711,0.133828455,0,0.5,0.5,0,,451727.71
6321,1,2,6,4,4,3,200000,6265,3000,0,1760," 48,036.00 "," 9,007 ",0,2250,6250, 400 ,1307.05,," 600,450 ",233001.38,1.171175187,0.476310169,0.728129313,7/31/2027,342237.2833,109235.9033,1.222379415,0.212594515,0,0.5,0.5,0,,233001.38
6322,1,2,6,4,4,3,100000,6265,3000,0,1760," 44,292.00 "," 8,305 ",0,2250,6250, 400 ,1307.05,," 553,650 ",289455.14,1.20544971,0.611272527,0.732797823,7/31/2027,389649.2833,100194.1433,1.220956774,0.1704395,0,0.5,0.5,0,,289455.14
6323,1,2,12,4,4,3,250000,8144.5,3900,0,1760," 100,548.00 "," 18,853 ",0,2250,6250, 400 ,1901.05,," 1,256,850 ",576880.4,0.856263998,0.369818581,0.887508308,1/31/2028,880332.45,303452.05,1.318284773,0.192581898,0,0.5,0.5,0,,576880.4
6324,1,2,5,4,4,3,125000,5951.75,2850,0,1760," 67,648.00 "," 12,684 ",0,2250,6250, 400 ,1208.05,," 845,600 ",400000,1.460709969,0.63102667,0.628043065,6/30/2027,640530.1063,240530.1063,1.397524499,0.308365172,0,0.5,0.5,0,,400000
