Servicer ID,Entity
645452,"AFL Mortgage, LLC"
645421,"AFL Mortgage, LLC"
645443,"AFL Mortgage, LLC"
645506,"AFL Mortgage, LLC"
645621,"AFL Mortgage, LLC"
645724,"AFL Mortgage, LLC"
645755,"AFL Mortgage, LLC"
2000026268,"AFL Mortgage, LLC"
2000026272,"AFL Mortgage, LLC"
2000026276,"AFL Mortgage, LLC"
2000026282,"AFL Mortgage, LLC"
2000026307,"AFL Mortgage, LLC"
2000026333,"AFL Mortgage, LLC"
645791,"AFL Mortgage, LLC"
645931,"AFL Mortgage, LLC"
2000026367,"AFL Mortgage, LLC"
2000026277,"AFL Mortgage, LLC"
2000026336,"AFL Mortgage, LLC"
2000026352,"AFL Mortgage, LLC"
2000026411,"AFL Mortgage, LLC"
2000026419,"AFL Mortgage, LLC"
2000026422,"AFL Mortgage, LLC"
2000026368,"AFL Mortgage, LLC"
2000026283,"AFL Mortgage, LLC"
2000026314,"AFL Mortgage, LLC"
2000026345,"AFL Mortgage, LLC"
2000026355,"AFL Mortgage, LLC"
2000026360,"AFL Mortgage, LLC"
2000026369,"AFL Mortgage, LLC"
2000026384,"AFL Mortgage, LLC"
626497,"AFL Mortgage, LLC"
626709,"AFL Mortgage, LLC"
627133,"AFL Mortgage, LLC"
625146,"AFL Mortgage, LLC"
625629,"AFL Mortgage, LLC"
2000026414,"AFL Mortgage, LLC"
2000026421,"AFL Mortgage, LLC"
2000026431,"AFL Mortgage, LLC"
2000026441,"AFL Mortgage, LLC"
644367,"AFL Mortgage, LLC"
644862,"AFL Mortgage, LLC"
644914,"AFL Mortgage, LLC"
644994,"AFL Mortgage, LLC"
645148,"AFL Mortgage, LLC"
645193,"AFL Mortgage, LLC"
645261,"AFL Mortgage, LLC"
645535,"AFL Mortgage, LLC"
2000026285,"AFL Mortgage, LLC"
2000026286,"AFL Mortgage, LLC"
2000026275,"AFL Mortgage, LLC"
2000026280,"AFL Mortgage, LLC"
2000026287,"AFL Mortgage, LLC"
644172,"AFL Mortgage, LLC"
644262,"AFL Mortgage, LLC"
644280,"AFL Mortgage, LLC"
644325,"AFL Mortgage, LLC"
644330,"AFL Mortgage, LLC"
644422,"AFL Mortgage, LLC"
644644,"AFL Mortgage, LLC"
644699,"AFL Mortgage, LLC"
644835,"AFL Mortgage, LLC"
645971,"AFL Mortgage, LLC"
646013,"AFL Mortgage, LLC"
2000026335,"AFL Mortgage, LLC"
2000026398,"AFL Mortgage, LLC"
2000026410,"AFL Mortgage, LLC"
2000026434,"AFL Mortgage, LLC"
2000026436,"AFL Mortgage, LLC"
646068,"AFL Mortgage, LLC"
646114,"AFL Mortgage, LLC"
646172,"AFL Mortgage, LLC"
646543,"AFL Mortgage, LLC"
2000026389,"AFL Mortgage, LLC"
9160078160,"AFL Mortgage, LLC"
9160079078,"AFL Mortgage, LLC"
2000026437,"AFL Mortgage, LLC"
9160078554,"AFL Mortgage, LLC"
2000026271,"AFL Mortgage, LLC"
2000026279,"AFL Mortgage, LLC"
2000026323,"AFL Mortgage, LLC"
2000026340,"AFL Mortgage, LLC"
2000023941,"AFL Mortgage, LLC"
2000023948,"AFL Mortgage, LLC"
2000023937,"AFL Mortgage, LLC"
9160079120,"AFL Mortgage, LLC"
2000023942,"AFL Mortgage, LLC"
2000023944,"AFL Mortgage, LLC"
2000023943,"AFL Mortgage, LLC"
2000023954,"AFL Mortgage, LLC"
2000023953,"AFL Mortgage, LLC"
2000023940,"AFL Mortgage, LLC"
2000024164,"AFL Mortgage, LLC"
2000024159,"AFL Mortgage, LLC"
20006,"AFL Mortgage, LLC"
2000024163,"AFL Mortgage, LLC"
20004,"AFL Mortgage, LLC"
2000023935,"AFL Mortgage, LLC"
2000023951,"AFL Mortgage, LLC"
20005,"AFL Mortgage, LLC"
2000024781,"AFL Mortgage, LLC"
2000024784,"AFL Mortgage, LLC"
2000025449,"AFL Mortgage, LLC"
2000021901,"AFL Mortgage, LLC"
2000021902,"AFL Mortgage, LLC"
2000021910,"AFL Mortgage, LLC"
2000021928,"AFL Mortgage, LLC"
646187,"AFL Mortgage, LLC"
646220,"AFL Mortgage, LLC"
646235,"AFL Mortgage, LLC"
7000231702,"AFL Mortgage, LLC"
2000021932,"AFL Mortgage, LLC"
7000231870,"AFL Mortgage, LLC"
7000234975,"AFL Mortgage, LLC"
7000233810,"AFL Mortgage, LLC"
7000233979,"AFL Mortgage, LLC"
7000235540,"AFL Mortgage, LLC"
7000241268,"AFL Mortgage, LLC"
625803,"AFL Mortgage, LLC"
625911,"AFL Mortgage, LLC"
626406,"AFL Mortgage, LLC"
626505,"AFL Mortgage, LLC"
626710,"AFL Mortgage, LLC"
626873,"AFL Mortgage, LLC"
627298,"AFL Mortgage, LLC"
627678,"AFL Mortgage, LLC"
627702,"AFL Mortgage, LLC"
627876,"AFL Mortgage, LLC"
644114,"AFL Mortgage, LLC"
644127,"AFL Mortgage, LLC"
644149,"AFL Mortgage, LLC"
644158,"AFL Mortgage, LLC"
644169,"AFL Mortgage, LLC"
644194,"AFL Mortgage, LLC"
644217,"AFL Mortgage, LLC"
644235,"AFL Mortgage, LLC"
644356,"AFL Mortgage, LLC"
644408,"AFL Mortgage, LLC"
645948,"AFL Mortgage, LLC"
644453,"AFL Mortgage, LLC"
644518,"AFL Mortgage, LLC"
644552,"AFL Mortgage, LLC"
644747,"AFL Mortgage, LLC"
644817,"AFL Mortgage, LLC"
645957,"AFL Mortgage, LLC"
646093,"AFL Mortgage, LLC"
646385,"AFL Mortgage, LLC"
2000026270,"AFL Mortgage, LLC"
2000026430,"AFL Mortgage, LLC"
646217,"AFL Mortgage, LLC"
646262,"AFL Mortgage, LLC"
646297,"AFL Mortgage, LLC"
646325,"AFL Mortgage, LLC"
646419,"AFL Mortgage, LLC"
646464,"AFL Mortgage, LLC"
9160078234,"AFL Mortgage, LLC"
2000026375,"AFL Mortgage, LLC"
9160078162,"AFL Mortgage, LLC"
9160078204,"AFL Mortgage, LLC"
9160078904,"AFL Mortgage, LLC"
2000026316,"AFL Mortgage, LLC"
2000026406,"AFL Mortgage, LLC"
2000026418,"AFL Mortgage, LLC"
625782,"AFL Mortgage, LLC"
625827,"AFL Mortgage, LLC"
625894,"AFL Mortgage, LLC"
626039,"AFL Mortgage, LLC"
626475,"AFL Mortgage, LLC"
626651,"AFL Mortgage, LLC"
626828,"AFL Mortgage, LLC"
627032,"AFL Mortgage, LLC"
627690,"AFL Mortgage, LLC"
9160079156,"AFL Mortgage, LLC"
646275,"AFL Mortgage, LLC"
646499,"AFL Mortgage, LLC"
644057,"AFL Mortgage, LLC"
644071,"AFL Mortgage, LLC"
644086,"AFL Mortgage, LLC"
644093,"AFL Mortgage, LLC"
9160079174,"AFL Mortgage, LLC"
650625,"AFL Mortgage 2, LLC"
682514,"AFL Mortgage 2, LLC"
2000021914,"AFL Mortgage, LLC"
682428,"AFL Mortgage 2, LLC"
2000021909,"AFL Mortgage, LLC"
2000021918,"AFL Mortgage, LLC"
2000021893,"AFL Mortgage, LLC"
2000021895,"AFL Mortgage, LLC"
682376,"AFL Mortgage 2, LLC"
2000021538,"AFL Mortgage, LLC"
2000021897,"AFL Mortgage, LLC"
2000021921,"AFL Mortgage, LLC"
2000021540,"AFL Mortgage, LLC"
2000021904,"AFL Mortgage, LLC"
2000021916,"AFL Mortgage, LLC"
2000021896,"AFL Mortgage, LLC"
2000021900,"AFL Mortgage, LLC"
2000021915,"AFL Mortgage, LLC"
2000021922,"AFL Mortgage, LLC"
2000021899,"AFL Mortgage, LLC"
2000021923,"AFL Mortgage, LLC"
2000021913,"AFL Mortgage, LLC"
2000021931,"AFL Mortgage, LLC"
2000021908,"AFL Mortgage, LLC"
2000021917,"AFL Mortgage, LLC"
2000021929,"AFL Mortgage, LLC"
2000021911,"AFL Mortgage, LLC"
2000021891,"AFL Mortgage, LLC"
2000021898,"AFL Mortgage, LLC"
2000021903,"AFL Mortgage, LLC"
2000021927,"AFL Mortgage, LLC"
2000025450,"AFL Mortgage, LLC"
2000021894,"AFL Mortgage, LLC"
2000026357,"AFL Mortgage, LLC"
2000025448,"AFL Mortgage, LLC"
2000026364,"AFL Mortgage, LLC"
2000023936,"AFL Mortgage, LLC"
2000024160,"AFL Mortgage, LLC"
682473,"AFL Mortgage 2, LLC"
682660,"AFL Mortgage 2, LLC"
682718,"AFL Mortgage 2, LLC"
682415,"AFL Mortgage 2, LLC"
682707,"AFL Mortgage 2, LLC"
682736,"AFL Mortgage 2, LLC"
2000021926,"AFL Mortgage, LLC"
2000021925,"AFL Mortgage, LLC"
682721,"AFL Mortgage 2, LLC"
2000021906,"AFL Mortgage, LLC"
2000021920,"AFL Mortgage, LLC"
2000026278,"AFL Mortgage, LLC"
644499,"AFL Mortgage, LLC"
2000026366,"AFL Mortgage, LLC"
